learner_id,age,age_group,gender,region,device_type,signup_date
L03612,29,25-34,Non-binary,KwaZulu-Natal,Mobile,2025-10-26
L03613,32,25-34,Male,Gauteng,Tablet,2024-07-21
L03614,38,35-44,Non-binary,Gauteng,Desktop,2024-07-30
L03615,27,25-34,Male,Gauteng,Mobile,2025-01-29
L03616,28,25-34,Male,Gauteng,Tablet,2024-10-16
L03617,18,18-24,Male,Gauteng,Mobile,2025-03-04
L03618,29,25-34,Male,KwaZulu-Natal,Desktop,2025-02-12
L03619,26,25-34,Male,KwaZulu-Natal,Desktop,2024-11-22
L03620,22,18-24,Male,Gauteng,Desktop,2025-02-23
L03621,46,45+,Female,Gauteng,Mobile,2024-11-26
L03622,32,25-34,Female,Gauteng,Mobile,2025-08-05
L03623,30,25-34,Male,Gauteng,Desktop,2025-11-17
L03624,38,35-44,Male,Western Cape,Mobile,2024-05-21
L03625,36,35-44,Female,Limpopo,Desktop,2024-04-09
L03626,18,18-24,Male,Western Cape,Tablet,2024-07-19
L03627,37,35-44,Female,Gauteng,Tablet,2025-10-24
L03628,29,25-34,Female,Free State,Desktop,2025-06-10
L03629,23,18-24,Male,Gauteng,Tablet,2024-08-01
L03630,20,18-24,Male,Gauteng,Tablet,2024-02-22
L03631,27,25-34,Male,Mpumalanga,Tablet,2025-07-30
L03632,19,18-24,Male,Gauteng,Mobile,2025-07-31
L03633,26,25-34,Female,Limpopo,Desktop,2025-07-14
L03634,18,18-24,Male,Gauteng,Tablet,2024-02-21
L03635,39,35-44,Female,Western Cape,Mobile,2025-02-28
L03636,25,25-34,Male,Gauteng,Desktop,2025-09-21
L03637,26,25-34,Female,Limpopo,Desktop,2024-04-30
L03638,26,25-34,Male,Gauteng,Mobile,2025-09-14
L03639,35,35-44,Male,Gauteng,Mobile,2024-04-02
L03640,24,18-24,Female,North West,Mobile,2025-07-14
L03641,26,25-34,Female,Limpopo,Mobile,2025-12-21
L03642,25,25-34,Male,Western Cape,Mobile,2024-12-19
L03643,40,35-44,Female,Northern Cape,Desktop,2025-05-23
L03644,19,18-24,Male,Limpopo,Mobile,2024-09-02
L03645,25,25-34,Male,Gauteng,Mobile,2024-02-10
L03646,40,35-44,Male,Western Cape,Mobile,2025-06-07
L03647,34,25-34,Female,Gauteng,Mobile,2025-03-23
L03648,20,18-24,Female,Mpumalanga,Mobile,2025-02-26
L03649,22,18-24,Female,Gauteng,Desktop,2025-06-10
L03650,23,18-24,Female,Gauteng,Mobile,2025-06-17
L03651,37,35-44,Male,Gauteng,Mobile,2025-04-10
L03652,36,35-44,Male,Limpopo,Mobile,2024-04-23
L03653,27,25-34,Male,Limpopo,Desktop,2024-07-10
L03654,19,18-24,Male,Free State,Desktop,2025-06-06
L03655,31,25-34,Male,Gauteng,Desktop,2024-10-03
L03656,18,18-24,Male,Gauteng,Mobile,2025-02-26
L03657,41,35-44,Male,Eastern Cape,Tablet,2025-10-30
L03658,27,25-34,Male,Gauteng,Tablet,2024-06-13
L03659,35,35-44,Male,Gauteng,Desktop,2024-05-08
L03660,27,25-34,Female,KwaZulu-Natal,Desktop,2024-04-10
L03661,21,18-24,Female,KwaZulu-Natal,Mobile,2025-11-22
L03662,49,45+,Male,Gauteng,Desktop,2025-11-06
L03663,23,18-24,Male,Western Cape,Tablet,2025-10-11
L03664,29,25-34,Female,Eastern Cape,Desktop,2024-11-19
L03665,36,35-44,Female,KwaZulu-Natal,Mobile,2024-02-03
L03666,24,18-24,Female,Gauteng,Desktop,2024-06-13
L03667,25,25-34,Male,Gauteng,Mobile,2025-03-23
L03668,40,35-44,Female,KwaZulu-Natal,Mobile,2024-11-29
L03669,34,25-34,Male,Gauteng,Mobile,2024-04-11
L03670,24,18-24,Female,Limpopo,Mobile,2025-05-28
L03671,37,35-44,Female,Gauteng,Mobile,2025-12-06
L03672,30,25-34,Male,Western Cape,Tablet,2024-04-20
L03673,24,18-24,Male,Western Cape,Desktop,2025-07-20
L03674,38,35-44,Female,Eastern Cape,Mobile,2024-10-05
L03675,26,25-34,Male,Western Cape,Mobile,2025-09-08
L03676,34,25-34,Male,Free State,Mobile,2025-10-31
L03677,30,25-34,Female,Gauteng,Mobile,2024-10-27
L03678,24,18-24,Male,Mpumalanga,Mobile,2024-08-08
L03679,30,25-34,Male,Limpopo,Mobile,2025-12-07
L03680,31,25-34,Female,Gauteng,Desktop,2024-11-17
L03681,29,25-34,Female,Mpumalanga,Mobile,2024-02-13
L03682,21,18-24,Male,Gauteng,Desktop,2024-05-04
L03683,30,25-34,Male,Gauteng,Desktop,2024-01-27
L03684,24,18-24,Female,North West,Mobile,2025-12-08
L03685,38,35-44,Female,Western Cape,Desktop,2025-06-30
L03686,18,18-24,Male,Gauteng,Mobile,2025-12-19
L03687,19,18-24,Female,Gauteng,Desktop,2024-09-24
L03688,21,18-24,Male,Gauteng,Mobile,2024-01-26
L03689,28,25-34,Female,Gauteng,Mobile,2025-04-10
L03690,30,25-34,Female,Western Cape,Mobile,2024-05-27
L03691,25,25-34,Male,Western Cape,Mobile,2024-04-27
L03692,31,25-34,Male,KwaZulu-Natal,Mobile,2025-08-15
L03693,39,35-44,Female,Gauteng,Desktop,2024-04-15
L03694,30,25-34,Female,Gauteng,Mobile,2025-01-15
L03695,37,35-44,Female,Gauteng,Mobile,2024-06-22
L03696,21,18-24,Female,North West,Mobile,2025-05-07
L03697,36,35-44,Female,Western Cape,Desktop,2025-11-15
L03698,46,45+,Male,KwaZulu-Natal,Mobile,2025-02-20
L03699,18,18-24,Male,Gauteng,Tablet,2024-08-29
L03700,39,35-44,Male,Limpopo,Mobile,2024-03-16
L03701,30,25-34,Female,Mpumalanga,Desktop,2025-06-02
L03702,35,35-44,Male,Gauteng,Mobile,2025-12-15
L03703,28,25-34,Female,Mpumalanga,Desktop,2024-02-15
L03704,35,35-44,Female,Limpopo,Desktop,2025-03-02
L03705,29,25-34,Male,Western Cape,Desktop,2025-01-09
L03706,29,25-34,Male,Gauteng,Mobile,2025-10-31
L03707,24,18-24,Female,Eastern Cape,Mobile,2024-02-28
L03708,36,35-44,Male,Northern Cape,Desktop,2025-07-27
L03709,38,35-44,Female,Northern Cape,Desktop,2025-02-19
L03710,21,18-24,Female,Gauteng,Mobile,2025-09-26
L03711,34,25-34,Female,Western Cape,Desktop,2024-10-14
L03712,40,35-44,Female,Gauteng,Desktop,2025-06-03
L03713,37,35-44,Female,Gauteng,Desktop,2024-04-04
L03714,26,25-34,Female,Western Cape,Mobile,2024-05-13
L03715,18,18-24,Female,KwaZulu-Natal,Tablet,2025-10-13
L03716,22,18-24,Male,KwaZulu-Natal,Mobile,2025-04-16
L03717,36,35-44,Male,Gauteng,Mobile,2024-02-16
L03718,46,45+,Male,Western Cape,Mobile,2024-01-06
L03719,26,25-34,Male,Gauteng,Mobile,2025-03-21
L03720,37,35-44,Female,Eastern Cape,Mobile,2024-02-02
L03721,28,25-34,Male,Western Cape,Desktop,2024-11-19
L03722,18,18-24,Male,KwaZulu-Natal,Mobile,2024-07-01
L03723,24,18-24,Female,Western Cape,Desktop,2024-12-01
L03724,23,18-24,Female,KwaZulu-Natal,Mobile,2024-11-17
L03725,35,35-44,Male,Free State,Mobile,2024-05-08
L03726,31,25-34,Male,Gauteng,Desktop,2024-09-20
L03727,24,18-24,Female,Gauteng,Tablet,2025-05-17
L03728,35,35-44,Male,Gauteng,Mobile,2024-03-28
L03729,25,25-34,Male,Western Cape,Mobile,2024-06-02
L03730,35,35-44,Female,KwaZulu-Natal,Mobile,2024-07-08
L03731,39,35-44,Male,Western Cape,Desktop,2025-02-15
L03732,35,35-44,Female,Western Cape,Mobile,2025-07-07
L03733,26,25-34,Male,North West,Mobile,2024-08-16
L03734,33,25-34,Male,Western Cape,Desktop,2025-05-24
L03735,36,35-44,Female,Gauteng,Mobile,2024-08-02
L03736,36,35-44,Male,Mpumalanga,Desktop,2025-01-08
L03737,24,18-24,Female,Gauteng,Mobile,2025-05-04
L03738,32,25-34,Female,Gauteng,Mobile,2025-04-24
L03739,28,25-34,Female,KwaZulu-Natal,Mobile,2025-08-12
L03740,37,35-44,Male,Western Cape,Mobile,2024-05-31
L03741,32,25-34,Non-binary,KwaZulu-Natal,Mobile,2025-07-07
L03742,21,18-24,Male,Gauteng,Mobile,2025-05-20
L03743,25,25-34,Female,Gauteng,Desktop,2024-07-29
L03744,25,25-34,Female,Western Cape,Desktop,2025-07-06
L03745,22,18-24,Female,Gauteng,Mobile,2025-11-25
L03746,36,35-44,Male,Western Cape,Mobile,2025-05-30
L03747,25,25-34,Male,North West,Desktop,2024-01-02
L03748,29,25-34,Female,Western Cape,Desktop,2025-07-09
L03749,20,18-24,Female,Western Cape,Mobile,2025-10-09
L03750,19,18-24,Male,Gauteng,Desktop,2024-10-25
L03751,23,18-24,Male,Gauteng,Desktop,2025-07-29
L03752,29,25-34,Male,Western Cape,Mobile,2024-01-21
L03753,24,18-24,Male,Western Cape,Mobile,2025-11-15
L03754,30,25-34,Male,Free State,Mobile,2024-12-10
L03755,18,18-24,Female,Gauteng,Mobile,2024-04-28
L03756,26,25-34,Male,Free State,Mobile,2025-04-17
L03757,36,35-44,Female,Western Cape,Mobile,2024-10-30
L03758,37,35-44,Male,Gauteng,Mobile,2024-03-14
L03759,45,45+,Female,Western Cape,Mobile,2024-03-17
L03760,28,25-34,Male,Gauteng,Desktop,2024-03-29
L03761,18,18-24,Female,Gauteng,Desktop,2024-09-15
L03762,18,18-24,Female,Eastern Cape,Mobile,2025-06-17
L03763,29,25-34,Male,KwaZulu-Natal,Desktop,2024-05-20
L03764,36,35-44,Male,Gauteng,Mobile,2024-11-13
L03765,30,25-34,Non-binary,Western Cape,Desktop,2025-11-24
L03766,18,18-24,Female,Western Cape,Mobile,2024-08-26
L03767,27,25-34,Male,KwaZulu-Natal,Mobile,2025-10-19
L03768,19,18-24,Female,Northern Cape,Mobile,2024-08-09
L03769,29,25-34,Male,Gauteng,Mobile,2025-12-17
L03770,18,18-24,Male,Eastern Cape,Desktop,2025-05-12
L03771,27,25-34,Male,Gauteng,Mobile,2024-02-26
L03772,46,45+,Male,Eastern Cape,Tablet,2024-12-28
L03773,31,25-34,Male,Free State,Mobile,2024-07-29
L03774,18,18-24,Female,North West,Mobile,2024-03-25
L03775,32,25-34,Male,Gauteng,Mobile,2024-04-15
L03776,18,18-24,Male,Limpopo,Desktop,2025-06-21
L03777,18,18-24,Female,Western Cape,Mobile,2024-11-04
L03778,38,35-44,Male,Western Cape,Desktop,2025-08-13
L03779,37,35-44,Female,Northern Cape,Mobile,2024-10-15
L03780,24,18-24,Female,Gauteng,Mobile,2025-01-17
L03781,35,35-44,Female,Gauteng,Mobile,2025-07-27
L03782,34,25-34,Male,Gauteng,Mobile,2024-07-18
L03783,24,18-24,Male,Eastern Cape,Mobile,2025-03-13
L03784,20,18-24,Female,Western Cape,Desktop,2024-05-07
L03785,36,35-44,Female,Gauteng,Mobile,2024-09-05
L03786,25,25-34,Female,Gauteng,Desktop,2025-10-25
L03787,22,18-24,Male,Eastern Cape,Mobile,2024-10-28
L03788,31,25-34,Female,KwaZulu-Natal,Mobile,2025-12-24
L03789,27,25-34,Female,Gauteng,Mobile,2025-02-19
L03790,47,45+,Male,KwaZulu-Natal,Desktop,2025-01-09
L03791,26,25-34,Male,Limpopo,Desktop,2024-01-17
L03792,23,18-24,Male,Western Cape,Mobile,2024-03-09
L03793,18,18-24,Male,Western Cape,Desktop,2025-11-24
L03794,35,35-44,Female,Western Cape,Mobile,2025-10-27
L03795,44,35-44,Male,Mpumalanga,Desktop,2024-05-18
L03796,28,25-34,Female,Gauteng,Mobile,2025-03-14
L03797,18,18-24,Female,Gauteng,Desktop,2024-06-09
L03798,35,35-44,Male,Gauteng,Mobile,2025-12-19
L03799,46,45+,Female,KwaZulu-Natal,Desktop,2025-05-24
L03800,30,25-34,Female,Western Cape,Desktop,2025-07-19
L03801,18,18-24,Female,Eastern Cape,Desktop,2024-09-27
L03802,34,25-34,Male,Gauteng,Mobile,2024-03-30
L03803,30,25-34,Female,Limpopo,Desktop,2024-03-07
L03804,29,25-34,Male,Western Cape,Mobile,2025-04-17
L03805,34,25-34,Female,Mpumalanga,Mobile,2025-11-29
L03806,21,18-24,Male,Mpumalanga,Mobile,2024-10-09
L03807,20,18-24,Male,KwaZulu-Natal,Desktop,2025-07-27
L03808,22,18-24,Male,Gauteng,Mobile,2024-11-11
L03809,21,18-24,Male,Limpopo,Mobile,2025-01-08
L03810,30,25-34,Female,Mpumalanga,Mobile,2024-04-27
L03811,33,25-34,Female,Limpopo,Mobile,2024-09-24
L03812,27,25-34,Female,Gauteng,Desktop,2025-12-02
L03813,31,25-34,Male,Limpopo,Mobile,2024-11-06
L03814,39,35-44,Male,Western Cape,Mobile,2025-08-11
L03815,39,35-44,Male,KwaZulu-Natal,Desktop,2024-03-28
L03816,22,18-24,Female,Western Cape,Mobile,2025-05-21
L03817,27,25-34,Male,Eastern Cape,Desktop,2025-03-01
L03818,32,25-34,Male,KwaZulu-Natal,Desktop,2025-11-22
L03819,41,35-44,Male,Mpumalanga,Mobile,2025-11-06
L03820,32,25-34,Female,Gauteng,Mobile,2024-10-14
L03821,38,35-44,Female,Western Cape,Mobile,2025-11-16
L03822,30,25-34,Female,KwaZulu-Natal,Mobile,2024-05-20
L03823,27,25-34,Male,KwaZulu-Natal,Mobile,2024-05-04
L03824,35,35-44,Female,KwaZulu-Natal,Desktop,2025-09-08
L03825,18,18-24,Female,North West,Mobile,2025-04-24
L03826,29,25-34,Non-binary,Western Cape,Mobile,2024-01-26
L03827,30,25-34,Female,Mpumalanga,Mobile,2025-02-21
L03828,27,25-34,Female,Western Cape,Mobile,2024-12-05
L03829,23,18-24,Male,Western Cape,Mobile,2024-07-05
L03830,29,25-34,Female,Western Cape,Tablet,2024-09-26
L03831,25,25-34,Male,Free State,Mobile,2025-08-24
L03832,23,18-24,Female,Northern Cape,Desktop,2024-09-30
L03833,27,25-34,Male,Gauteng,Mobile,2025-05-18
L03834,24,18-24,Male,KwaZulu-Natal,Desktop,2025-08-18
L03835,51,45+,Male,Mpumalanga,Mobile,2024-07-24
L03836,34,25-34,Female,Gauteng,Mobile,2024-10-27
L03837,31,25-34,Female,Gauteng,Mobile,2025-04-14
L03838,39,35-44,Female,Western Cape,Desktop,2024-02-08
L03839,24,18-24,Female,Mpumalanga,Mobile,2025-06-18
L03840,23,18-24,Female,KwaZulu-Natal,Desktop,2024-04-09
L03841,31,25-34,Male,Eastern Cape,Desktop,2024-09-28
L03842,33,25-34,Male,Gauteng,Desktop,2024-02-20
L03843,32,25-34,Female,Western Cape,Mobile,2025-09-11
L03844,31,25-34,Male,Eastern Cape,Mobile,2025-08-27
L03845,32,25-34,Male,Gauteng,Mobile,2024-12-13
L03846,18,18-24,Male,Gauteng,Mobile,2025-04-07
L03847,42,35-44,Female,KwaZulu-Natal,Mobile,2024-06-26
L03848,19,18-24,Female,Western Cape,Mobile,2024-01-01
L03849,27,25-34,Male,Free State,Mobile,2024-03-26
L03850,32,25-34,Male,Western Cape,Desktop,2024-09-25
L03851,40,35-44,Male,Gauteng,Mobile,2024-08-04
L03852,24,18-24,Female,KwaZulu-Natal,Mobile,2024-07-21
L03853,26,25-34,Male,Gauteng,Desktop,2024-08-08
L03854,31,25-34,Female,Free State,Mobile,2024-10-31
L03855,22,18-24,Male,Limpopo,Desktop,2025-03-22
L03856,22,18-24,Non-binary,KwaZulu-Natal,Mobile,2025-05-07
L03857,35,35-44,Male,KwaZulu-Natal,Mobile,2025-04-23
L03858,33,25-34,Male,KwaZulu-Natal,Mobile,2024-10-14
L03859,30,25-34,Female,Mpumalanga,Tablet,2025-02-21
L03860,32,25-34,Male,North West,Desktop,2024-01-13
L03861,38,35-44,Female,Mpumalanga,Mobile,2025-08-25
L03862,21,18-24,Male,North West,Mobile,2024-12-12
L03863,41,35-44,Male,Mpumalanga,Desktop,2025-06-09
L03864,32,25-34,Female,Limpopo,Mobile,2025-12-08
L03865,18,18-24,Male,Limpopo,Mobile,2025-10-23
L03866,37,35-44,Male,Gauteng,Mobile,2024-08-03
L03867,18,18-24,Female,Gauteng,Mobile,2025-11-16
L03868,18,18-24,Male,Gauteng,Mobile,2024-03-07
L03869,24,18-24,Female,Western Cape,Desktop,2025-10-27
L03870,48,45+,Male,KwaZulu-Natal,Desktop,2024-10-04
L03871,27,25-34,Female,Eastern Cape,Mobile,2024-04-14
L03872,32,25-34,Male,Limpopo,Mobile,2025-04-26
L03873,30,25-34,Female,Gauteng,Desktop,2024-07-27
L03874,22,18-24,Female,Gauteng,Mobile,2024-07-16
L03875,41,35-44,Female,Gauteng,Mobile,2024-08-24
L03876,35,35-44,Female,Limpopo,Mobile,2025-05-18
L03877,45,45+,Female,Eastern Cape,Desktop,2025-12-31
L03878,24,18-24,Male,KwaZulu-Natal,Mobile,2024-09-07
L03879,31,25-34,Female,Gauteng,Mobile,2024-08-05
L03880,44,35-44,Male,KwaZulu-Natal,Mobile,2024-03-24
L03881,18,18-24,Male,KwaZulu-Natal,Desktop,2024-08-17
L03882,43,35-44,Male,Mpumalanga,Mobile,2025-04-12
L03883,28,25-34,Male,Limpopo,Mobile,2025-03-20
L03884,32,25-34,Female,Western Cape,Mobile,2024-07-01
L03885,31,25-34,Male,Eastern Cape,Mobile,2024-10-26
L03886,40,35-44,Female,Western Cape,Mobile,2024-08-04
L03887,18,18-24,Female,Western Cape,Desktop,2024-09-30
L03888,38,35-44,Female,Free State,Desktop,2025-11-14
L03889,37,35-44,Male,Western Cape,Desktop,2024-03-14
L03890,18,18-24,Male,Western Cape,Desktop,2025-06-07
L03891,20,18-24,Female,Free State,Desktop,2024-05-18
L03892,26,25-34,Male,Western Cape,Mobile,2024-10-22
L03893,26,25-34,Male,North West,Mobile,2024-05-05
L03894,25,25-34,Female,Western Cape,Mobile,2025-07-26
L03895,27,25-34,Female,Limpopo,Mobile,2025-11-14
L03896,31,25-34,Female,Northern Cape,Mobile,2024-07-20
L03897,22,18-24,Female,Gauteng,Mobile,2024-11-21
L03898,42,35-44,Female,Limpopo,Mobile,2024-01-25
L03899,25,25-34,Female,KwaZulu-Natal,Mobile,2024-03-17
L03900,35,35-44,Female,North West,Mobile,2025-03-04
L03901,22,18-24,Female,Gauteng,Mobile,2024-07-28
L03902,33,25-34,Male,Mpumalanga,Desktop,2025-09-21
L03903,25,25-34,Male,Western Cape,Mobile,2024-05-02
L03904,20,18-24,Female,Eastern Cape,Mobile,2024-08-18
L03905,43,35-44,Male,Limpopo,Desktop,2025-05-31
L03906,20,18-24,Male,Gauteng,Desktop,2024-04-06
L03907,32,25-34,Female,Limpopo,Mobile,2025-05-02
L03908,20,18-24,Female,Gauteng,Mobile,2024-07-09
L03909,36,35-44,Male,Limpopo,Mobile,2024-01-15
L03910,41,35-44,Female,Limpopo,Mobile,2025-04-21
L03911,31,25-34,Male,Gauteng,Desktop,2025-09-14
L03912,25,25-34,Female,Mpumalanga,Desktop,2025-03-30
L03913,19,18-24,Male,Free State,Mobile,2024-10-12
L03914,46,45+,Female,Western Cape,Mobile,2024-07-08
L03915,31,25-34,Male,Free State,Desktop,2024-04-03
L03916,36,35-44,Female,Eastern Cape,Mobile,2024-12-15
L03917,24,18-24,Female,Limpopo,Desktop,2024-03-12
L03918,35,35-44,Male,Gauteng,Desktop,2025-07-20
L03919,37,35-44,Female,KwaZulu-Natal,Tablet,2025-07-08
L03920,23,18-24,Female,Eastern Cape,Mobile,2024-07-12
L03921,25,25-34,Female,Eastern Cape,Mobile,2024-12-14
L03922,18,18-24,Male,KwaZulu-Natal,Desktop,2025-08-21
L03923,23,18-24,Male,Eastern Cape,Mobile,2025-10-09
L03924,18,18-24,Male,Gauteng,Desktop,2024-12-18
L03925,29,25-34,Female,Gauteng,Mobile,2024-07-03
L03926,40,35-44,Male,Eastern Cape,Mobile,2024-10-10
L03927,27,25-34,Non-binary,Northern Cape,Mobile,2025-04-19
L03928,20,18-24,Male,Limpopo,Mobile,2025-02-25
L03929,20,18-24,Male,Gauteng,Mobile,2024-10-21
L03930,33,25-34,Female,Western Cape,Desktop,2025-06-30
L03931,35,35-44,Non-binary,Gauteng,Mobile,2025-07-16
L03932,20,18-24,Female,Gauteng,Mobile,2024-09-02
L03933,24,18-24,Male,Free State,Mobile,2024-08-06
L03934,25,25-34,Male,Mpumalanga,Mobile,2025-01-22
L03935,36,35-44,Female,Gauteng,Desktop,2025-05-16
L03936,37,35-44,Female,Mpumalanga,Mobile,2025-08-10
L03937,30,25-34,Male,Gauteng,Mobile,2024-07-26
L03938,18,18-24,Female,Eastern Cape,Mobile,2025-07-11
L03939,31,25-34,Male,Gauteng,Desktop,2025-12-28
L03940,20,18-24,Non-binary,Mpumalanga,Desktop,2025-08-07
L03941,33,25-34,Male,Western Cape,Mobile,2025-04-10
L03942,36,35-44,Female,KwaZulu-Natal,Desktop,2024-08-28
L03943,38,35-44,Non-binary,Western Cape,Tablet,2025-05-28
L03944,27,25-34,Male,Eastern Cape,Mobile,2025-05-30
L03945,30,25-34,Female,Western Cape,Mobile,2025-08-03
L03946,40,35-44,Male,Gauteng,Mobile,2025-04-16
L03947,28,25-34,Female,Gauteng,Desktop,2025-07-24
L03948,18,18-24,Female,Limpopo,Mobile,2025-03-18
L03949,30,25-34,Male,Northern Cape,Desktop,2025-08-12
L03950,29,25-34,Female,Gauteng,Desktop,2025-11-04
L03951,20,18-24,Female,KwaZulu-Natal,Tablet,2024-11-21
L03952,19,18-24,Male,Gauteng,Mobile,2024-11-15
L03953,26,25-34,Female,Gauteng,Tablet,2024-02-14
L03954,25,25-34,Female,North West,Desktop,2024-06-23
L03955,29,25-34,Non-binary,Limpopo,Tablet,2025-08-01
L03956,45,45+,Male,Gauteng,Mobile,2024-08-10
L03957,41,35-44,Male,KwaZulu-Natal,Desktop,2024-01-13
L03958,29,25-34,Female,KwaZulu-Natal,Mobile,2024-11-10
L03959,20,18-24,Male,Gauteng,Mobile,2024-04-28
L03960,27,25-34,Male,Western Cape,Tablet,2024-10-14
L03961,18,18-24,Female,KwaZulu-Natal,Mobile,2025-01-25
L03962,23,18-24,Female,KwaZulu-Natal,Mobile,2025-05-22
L03963,43,35-44,Female,Western Cape,Desktop,2025-12-16
L03964,45,45+,Male,Gauteng,Mobile,2024-11-04
L03965,26,25-34,Non-binary,Western Cape,Mobile,2024-03-05
L03966,18,18-24,Male,Eastern Cape,Mobile,2025-07-08
L03967,21,18-24,Female,Western Cape,Desktop,2024-10-24
L03968,34,25-34,Male,Gauteng,Tablet,2025-09-22
L03969,25,25-34,Male,Eastern Cape,Mobile,2024-03-30
L03970,26,25-34,Male,Gauteng,Mobile,2025-03-19
L03971,27,25-34,Male,Western Cape,Desktop,2025-09-21
L03972,29,25-34,Male,Western Cape,Mobile,2025-06-11
L03973,33,25-34,Female,Gauteng,Desktop,2024-06-06
L03974,18,18-24,Female,Gauteng,Mobile,2025-10-13
L03975,18,18-24,Female,KwaZulu-Natal,Mobile,2025-10-17
L03976,34,25-34,Male,Western Cape,Mobile,2025-10-31
L03977,23,18-24,Male,Western Cape,Mobile,2025-09-18
L03978,37,35-44,Male,Mpumalanga,Mobile,2024-12-05
L03979,34,25-34,Non-binary,Gauteng,Desktop,2024-08-23
L03980,36,35-44,Female,Free State,Tablet,2024-07-28
L03981,18,18-24,Female,Gauteng,Mobile,2025-10-15
L03982,18,18-24,Female,Western Cape,Mobile,2024-08-04
L03983,18,18-24,Male,Limpopo,Desktop,2024-02-22
L03984,24,18-24,Male,Gauteng,Mobile,2024-09-27
L03985,25,25-34,Female,Gauteng,Tablet,2025-11-18
L03986,33,25-34,Female,Gauteng,Mobile,2025-04-22
L03987,25,25-34,Female,Mpumalanga,Desktop,2025-08-18
L03988,25,25-34,Male,Gauteng,Desktop,2025-07-24
L03989,25,25-34,Female,Gauteng,Desktop,2024-04-21
L03990,22,18-24,Male,KwaZulu-Natal,Mobile,2024-05-29
L03991,28,25-34,Female,Western Cape,Desktop,2024-01-17
L03992,30,25-34,Male,Mpumalanga,Desktop,2024-11-27
L03993,33,25-34,Female,Limpopo,Mobile,2024-01-12
L03994,20,18-24,Female,KwaZulu-Natal,Desktop,2025-01-27
L03995,28,25-34,Female,Gauteng,Mobile,2024-12-15
L03996,21,18-24,Male,Western Cape,Desktop,2024-01-04
L03997,31,25-34,Male,Gauteng,Mobile,2025-07-12
L03998,35,35-44,Female,Eastern Cape,Mobile,2025-11-01
L03999,21,18-24,Male,Western Cape,Mobile,2024-08-19
L04000,18,18-24,Male,Western Cape,Mobile,2024-02-19
L04001,29,25-34,Female,Gauteng,Mobile,2025-09-01
L04002,31,25-34,Male,Gauteng,Mobile,2025-04-18
L04003,26,25-34,Female,Limpopo,Desktop,2024-04-14
L04004,22,18-24,Male,Mpumalanga,Mobile,2024-01-24
L04005,21,18-24,Female,KwaZulu-Natal,Tablet,2025-11-03
L04006,25,25-34,Male,Western Cape,Mobile,2024-05-05
L04007,22,18-24,Male,Western Cape,Desktop,2025-08-23
L04008,19,18-24,Male,Limpopo,Desktop,2025-05-19
L04009,18,18-24,Male,Western Cape,Mobile,2025-12-10
L04010,18,18-24,Male,Gauteng,Desktop,2024-12-05
L04011,23,18-24,Female,KwaZulu-Natal,Mobile,2024-08-29
L04012,20,18-24,Female,KwaZulu-Natal,Tablet,2024-01-03
L04013,24,18-24,Male,Gauteng,Mobile,2024-08-08
L04014,39,35-44,Male,KwaZulu-Natal,Mobile,2025-01-06
L04015,25,25-34,Male,Limpopo,Tablet,2024-08-15
L04016,28,25-34,Male,Limpopo,Desktop,2024-02-22
L04017,30,25-34,Female,Western Cape,Mobile,2025-07-05
L04018,26,25-34,Female,North West,Mobile,2025-06-10
L04019,32,25-34,Female,Gauteng,Desktop,2025-04-03
L04020,32,25-34,Male,Western Cape,Mobile,2024-05-10
L04021,25,25-34,Male,KwaZulu-Natal,Mobile,2025-06-06
L04022,30,25-34,Female,Western Cape,Mobile,2024-08-12
L04023,29,25-34,Male,KwaZulu-Natal,Mobile,2025-11-25
L04024,19,18-24,Female,Western Cape,Mobile,2025-08-10
L04025,23,18-24,Male,Limpopo,Desktop,2025-09-11
L04026,19,18-24,Female,Western Cape,Mobile,2024-08-07
L04027,28,25-34,Female,Eastern Cape,Mobile,2024-11-10
L04028,39,35-44,Male,KwaZulu-Natal,Desktop,2024-03-10
L04029,28,25-34,Non-binary,Gauteng,Desktop,2025-04-18
L04030,29,25-34,Male,Gauteng,Mobile,2025-04-16
L04031,30,25-34,Non-binary,KwaZulu-Natal,Mobile,2024-01-02
L04032,18,18-24,Female,KwaZulu-Natal,Desktop,2025-10-09
L04033,32,25-34,Male,Western Cape,Mobile,2024-04-27
L04034,32,25-34,Male,KwaZulu-Natal,Mobile,2024-06-21
L04035,40,35-44,Female,Gauteng,Mobile,2024-05-25
L04036,39,35-44,Female,Western Cape,Mobile,2025-09-20
L04037,28,25-34,Female,Gauteng,Mobile,2025-08-14
L04038,28,25-34,Female,Free State,Mobile,2025-09-03
L04039,26,25-34,Male,Gauteng,Mobile,2024-12-06
L04040,21,18-24,Male,Gauteng,Mobile,2025-01-24
L04041,31,25-34,Male,Western Cape,Mobile,2025-02-08
L04042,30,25-34,Male,KwaZulu-Natal,Mobile,2024-11-29
L04043,37,35-44,Female,Gauteng,Mobile,2024-09-18
L04044,27,25-34,Female,Gauteng,Mobile,2024-07-14
L04045,36,35-44,Male,Limpopo,Desktop,2024-08-18
L04046,18,18-24,Female,Gauteng,Mobile,2024-10-07
L04047,18,18-24,Female,Western Cape,Mobile,2024-09-13
L04048,43,35-44,Male,KwaZulu-Natal,Mobile,2025-03-26
L04049,33,25-34,Female,Western Cape,Desktop,2025-11-07
